wiki_text,groundtruth
"[ORG] are the athletic teams that represent Fort Hays State University, located in Hays, Kansas, in intercollegiate sports as a member of the NCAA Division II ranks, primarily competing in the Mid-America Intercollegiate Athletics Association (MIAA) for most of its sports since the 2006–07 academic year;[2] while its men's soccer team competes in the Great American Conference (GAC). The Tigers previously competed in the Rocky Mountain Athletic Conference (RMAC) from 1989–90 to 2005–06 (which they were a member on a previous stint from 1968–69 to 1971–72); in the Central States Intercollegiate Conference (CSIC) of the National Association of Intercollegiate Athletics (NAIA) from 1976–77 to 1988–89; in the Great Plains Athletic Conference (GPAC) from 1972–73 to 1975–76; in the Central Intercollegiate Athletic Conference (CIC) from 1923–24 to 1967–68; and in the Kansas Collegiate Athletic Conference (KCAC) from 1902–03 to 1922–23.",['Education']
"[ORG] is an Italian company mainly active in the Web hosting and domain registration businesses. It is the market leader in Italy, and also has a large market share in the Czech Republic and Slovakia.[1]   ",['Internet Infrastructure']
"[ORG] is the smaller and more powerful of Harvard University's two governing boards. [ORG] in the Western Hemisphere.[1] At full capacity, as of 2024, [ORG] consists of twelve fellows as well as the president of Harvard University, for a total of thirteen members.[2]   ",['Education']
"[ORG] is a Japanese telecommunications operator headquartered in Naka Ward, Nagoya City, Aichi Prefecture.",['ISP']
"[ORG] was a computer software company based in Santa Monica, California. Founded in 1955, it is considered the first company of its kind.[1]   ",['Software']
"[ORG] is a British multinational internet services holding company[1] headquartered in London, United Kingdom.[2] Its subsidiaries provide services categorized in two segments: Online Marketing and Online Presence. The Online Marketing segment offers services and products in digital advertising, domain monetization, traffic commerce and product comparison; the Online Presence segment provide domain name registry[3] and registrar services,[4] in addition to associated products and services, including web hosting, brand management, and domain parking.[5]   ","['Internet Infrastructure', 'Media']"
"[ORG] is the world's largest commercial vehicle manufacturer, with over 35 main locations worldwide and approximately 100,000 employees.[2] [ORG] is headquartered in Leinfelden-Echterdingen, [ORG] from November 2019 to December 2021.[1]   ","['Capital Goods', 'Automotive']"
"[ORG] is a multinational company based in the United States that manufactures and sells audio equipment and is a subsidiary of South Korean Samsung Electronics. As an audio brand, it owns JBL, harman/kardon, Infinity, Mark Levinson, Lexicon, AKG, Studer, Soundcraft, CROWN, and dbx, among others. In November 2016, it was announced that Samsung Electronics agreed to acquire Harman International for approximately 8 billion USD, and the acquisition was completed on March 10, 2017, merging it into Samsung Electronics.",['Technological Hardware']
" [ORG], part of Boston Scientific and Abbott Labs, designs and manufactures artificial cardiac pacemakers, implantable cardioverter-defibrillators, stents, and other cardiovascular medical products.  Their company headquarters is located in Indianapolis, Indiana.  Their main competitors are Medtronic, St. Jude Medical, and Johnson and Johnson.   ",['Medical']
"[ORG] is a Japanese online bank classified as a new type of bank. It is a joint investment company owned 34.19% by Mitsui Sumitomo Trust Bank (originally Sumitomo Trust Bank) and 34.19% by SBI Holdings, with both companies being equity method affiliates of each other. It is also one of the constituent stocks of the Tokyo Stock Exchange Standard Market TOP 20.",['Finance']
"[ORG] is software providing hardware virtualization for Macintosh computers with Intel processors, and since version 16.5 also for Apple silicon-based Macintosh computers. It is developed by Parallels, since 2018 a subsidiary of Corel.   ",['Software']
"[ORG] is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho. Its consumer products, including the Ballistix line of memory modules, are marketed under the Crucial brand. Micron and Intel together created IM Flash Technologies, which produced NAND flash memory. It owned Lexar between 2006[3] and 2017.[4]   ",['Technological Hardware']
"[ORG] is a Japanese airline headquartered in Minato, Tokyo. It is a wholly-owned subsidiary of ANA Holdings Inc.",['Transportation']
[ORG] is an American software company that sells customer experience (CX) and call center technology to mid-sized and large businesses.[2] It sells both cloud-based and hybrid cloud software. The company was founded in 1990[3] and was acquired by investment firms Permira Funds and Technology Crossover Ventures (TCV) in February 2012.[4],"['Services', 'Software']"
"[ORG] is one of the eleven ministries of Japan that composes part of the executive branch of the government of Japan.[1]  Its goal is to improve the development of Japan in relation with the international community.[2][3] The ministry is responsible for funding research under its jurisdiction, some of which includes: children's health in relation to home environment,[4] delta-sigma modulations utilizing graphs,[5] gender equality in sciences,[6] neutrino detection which contributes to the study of supernovas around the world, and other general research for the future.[7]",['Government']
